,Time,T,P,V,O
40,2017-01-02 16:00:00,2.7286323039644387,755.4466761361723,58.13093547112099,0.07949999999999999
41,2017-01-02 17:00:00,-18.971813532361917,754.6878922109387,,0.07539999999999998
42,2017-01-02 18:00:00,-21.481620800445825,753.9851461758751,,0.07129999999999997
43,2017-01-02 19:00:00,-24.16387721382708,753.2341143801284,62.08193860691354,0.06719999999999997
44,2017-01-02 20:00:00,-26.61830192122396,752.5468754620573,63.30915096061198,0.06309999999999998
45,2017-01-02 21:00:00,-28.60422895446596,751.9908158927495,64.30211447723298,0.05899999999999997
46,2017-01-02 22:00:00,-30.07878282232002,751.5779408097504,65.03939141116001,0.05489999999999996
47,2017-01-02 23:00:00,88.62412107625502,751.191803388138,,0.050799999999999956
48,2017-01-03 00:00:00,-24.310065893076413,751.2406564166325,,0.0041
49,2017-01-03 01:00:00,-31.03831502403281,751.3092717932708,,0.0082
50,2017-01-03 02:00:00,-30.036875472695034,751.5896748676454,65.01843773634752,0.0123
51,2017-01-03 03:00:00,28.625651987604236,751.9848174434708,64.31282599380212,0.0164
52,2017-01-03 04:00:00,-26.57213001974078,752.5598035944726,63.28606500987039,0.020500000000000004
53,2017-01-03 05:00:00,-24.09203901654413,753.2542290753677,62.04601950827207,0.024600000000000004
54,2017-01-03 06:00:00,-20.970326781548174,754.1283085011665,,0.028700000000000003
55,2017-01-03 07:00:00,-1.9216678026528413,754.7232961195873,59.422685500736904,0.0328
56,2017-01-03 08:00:00,-16.615345512582945,755.3477032564767,58.307672756291474,0.0369
57,2017-01-03 09:00:00,-14.294952563737978,755.9974132821534,57.14747628186899,0.041
58,2017-01-03 10:00:00,9.313300309990808,756.4709578259985,,0.0451
59,2017-01-03 11:00:00,-11.788561806826864,756.6992026940885,,0.049199999999999994
60,2017-01-03 12:00:00,10.880727063909152,756.7147797654969,,0.0959
61,2017-01-03 13:00:00,-11.51868083502622,756.7747693661927,55.75934041751311,0.09179999999999999
62,2017-01-03 14:00:00,-12.592670730187933,756.4740521955474,,0.0877
63,2017-01-03 15:00:00,-14.302569847788718,755.9952804426191,57.15128492389436,0.0836
64,2017-01-03 16:00:00,-16.366865977614538,755.417277526268,,0.07949999999999999
65,2017-01-03 17:00:00,-18.764103191642228,754.7460511063401,59.38205159582111,0.07539999999999998
66,2017-01-03 18:00:00,-21.325546628702302,754.0288469439633,60.66277331435115,0.07129999999999997
67,2017-01-03 19:00:00,-23.820248292972707,753.3303304779677,,0.06719999999999997
68,2017-01-03 20:00:00,-26.41565516047432,752.6036165550672,63.20782758023716,0.06309999999999998
69,2017-01-03 21:00:00,-18.987373280899348,752.0686308229712,64.16315924469427,0.05899999999999997
70,2017-01-03 22:00:00,-29.697952412914848,751.6845733243838,,0.05489999999999996
71,2017-01-03 23:00:00,-30.94989863447722,751.3340283823463,,0.050799999999999956
72,2017-01-04 00:00:00,-31.234101209466328,751.2544516613494,65.61705060473317,0.0041
73,2017-01-04 01:00:00,-30.799000627730734,751.3762798242354,65.39950031386536,0.0082
74,2017-01-04 02:00:00,-29.59271664614793,751.7140393390786,64.79635832307396,0.0123
75,2017-01-04 03:00:00,-28.19046611986423,752.106669486438,,0.0164
76,2017-01-04 04:00:00,26.341374562334703,752.6244151225463,63.17068728116735,0.020500000000000004
77,2017-01-04 05:00:00,-23.52820596442591,753.4121023299607,,0.024600000000000004
78,2017-01-04 06:00:00,-21.184113857231143,754.0684481199753,60.59205692861557,0.028700000000000003
79,2017-01-04 07:00:00,-18.593860995022517,754.7937189213937,,0.0328
80,2017-01-04 08:00:00,-16.318298261925403,755.4308764866608,,0.0369
81,2017-01-04 09:00:00,-14.149939477028433,756.0380169464321,57.07496973851421,0.041
82,2017-01-04 10:00:00,-12.234446483988117,756.5743549844833,,0.0451
83,2017-01-04 11:00:00,-11.459185588449479,756.7914280352342,55.72959279422474,0.049199999999999994
84,2017-01-04 12:00:00,10.817815668267048,756.9710116128853,,0.0959
85,2017-01-04 13:00:00,-11.470241159973051,756.7883324752075,55.73512057998653,0.09179999999999999
86,2017-01-04 14:00:00,-12.814260417756145,756.4120070830282,56.40713020887807,0.0877
87,2017-01-04 15:00:00,-14.081242399360494,756.057252128179,,0.0836
88,2017-01-04 16:00:00,-16.12106108883815,755.4861028951253,58.06053054441907,0.07949999999999999
89,2017-01-04 17:00:00,-18.338821739174655,754.8651299130311,,0.07539999999999998
90,2017-01-04 18:00:00,-20.99050278960334,754.122659218911,60.49525139480167,0.07129999999999997
91,2017-01-04 19:00:00,-23.628227155477493,753.3840963964662,61.814113577738745,0.06719999999999997
92,2017-01-04 20:00:00,-25.85783041386682,752.7598074841173,62.92891520693341,0.06309999999999998
93,2017-01-04 21:00:00,-28.22276082307698,752.0976269695384,,0.05899999999999997
94,2017-01-04 22:00:00,-29.43363494510375,751.7585822153709,64.71681747255188,0.05489999999999996
95,2017-01-04 23:00:00,-30.583619754767355,751.4365864686652,,0.050799999999999956
96,2017-01-05 00:00:00,-30.71313832032769,751.4003212703083,65.35656916016384,0.0041
97,2017-01-05 01:00:00,-30.564043530748847,751.4420678113903,,0.0082
98,2017-01-05 02:00:00,-29.64376600400126,751.6997455188797,,0.0123
99,2017-01-05 03:00:00,-28.040054495783096,752.1487847411807,,0.0164
100,2017-01-05 04:00:00,-25.745650751115345,752.7912177896877,62.872825375557674,0.020500000000000004
101,2017-01-05 05:00:00,-23.760979256521097,753.3469258081741,61.88048962826055,0.024600000000000004
102,2017-01-05 06:00:00,-20.914845260008082,754.1438433271977,,0.028700000000000003
103,2017-01-05 07:00:00,-18.427467832413782,754.8403090069241,,0.0328
104,2017-01-05 08:00:00,-16.07383551193617,755.4993260566579,58.036917755968084,0.0369
105,2017-01-05 09:00:00,-13.755909986833194,756.1483452036867,,0.041
106,2017-01-05 10:00:00,-12.619493500022267,756.4665418199937,,0.0451
107,2017-01-05 11:00:00,-11.17650708266931,100907.77803348376,55.58825354133465,0.049199999999999994
108,2017-01-05 12:00:00,-10.838368113878316,756.9652569281141,55.41918405693916,0.0959
109,2017-01-05 13:00:00,-10.975994752394001,756.9267214693297,55.487997376197,0.09179999999999999
110,2017-01-05 14:00:00,-12.38289858754535,756.5327883954873,,0.0877
111,2017-01-05 15:00:00,-13.91015849105621,756.1051556225043,,0.0836
112,2017-01-05 16:00:00,-15.991377467912171,755.5224143089846,57.99568873395609,0.07949999999999999
113,2017-01-05 17:00:00,-18.17106320676399,754.9121023021061,59.085531603381995,0.07539999999999998
114,2017-01-05 18:00:00,-20.679365012243927,754.2097777965716,60.33968250612196,0.07129999999999997
115,2017-01-05 19:00:00,-23.027826796818815,100465.36514985608,,0.06719999999999997
116,2017-01-05 20:00:00,-25.535454086686126,752.8500728557278,,0.06309999999999998
117,2017-01-05 21:00:00,-27.991226507062706,752.1624565780224,63.99561325353135,0.05899999999999997
118,2017-01-05 22:00:00,-29.503269324291548,751.7390845891983,,0.05489999999999996
119,2017-01-05 23:00:00,30.14225111555226,751.5601696876454,,0.050799999999999956
120,2017-01-06 00:00:00,-30.846079854538846,751.3630976407292,65.42303992726943,0.0041
121,2017-01-06 01:00:00,87.29352000161391,751.3987857775268,65.35931111155942,0.0082
122,2017-01-06 02:00:00,-29.314345103706035,751.7919833709623,64.65717255185302,0.0123
123,2017-01-06 03:00:00,-28.090561226903997,752.1346428564668,64.045280613452,0.0164
124,2017-01-06 04:00:00,-25.63017161286814,752.8235519483969,62.81508580643407,0.020500000000000004
125,2017-01-06 05:00:00,-23.493884619374814,753.421712306575,,0.024600000000000004
126,2017-01-06 06:00:00,-20.392021161112588,754.2902340748885,60.19601058055629,0.028700000000000003
127,2017-01-06 07:00:00,-18.229372548009934,754.8957756865573,59.11468627400497,0.0328
128,2017-01-06 08:00:00,-15.593742765211404,755.6337520257408,57.7968713826057,0.0369
129,2017-01-06 09:00:00,-13.853775889611983,756.1209427509086,,0.041
130,2017-01-06 10:00:00,-11.81515380033554,756.691756935906,55.90757690016777,0.0451
131,2017-01-06 11:00:00,-10.781937572893113,756.9810574795899,55.39096878644656,0.049199999999999994
132,2017-01-06 12:00:00,-10.468859792345787,757.0687192581432,55.23442989617289,0.0959
133,2017-01-06 13:00:00,-10.878623842147675,756.9539853241987,,0.09179999999999999
134,2017-01-06 14:00:00,-11.926630548114192,756.660543446528,,0.0877
135,2017-01-06 15:00:00,-13.288803329876782,756.2791350676345,,0.0836
136,2017-01-06 16:00:00,-16.054047352803135,755.5048667412151,,0.07949999999999999
137,2017-01-06 17:00:00,-18.44513615816051,754.8353618757151,59.222568079080254,0.07539999999999998
138,2017-01-06 18:00:00,-20.377802112750718,754.2942154084297,60.18890105637536,0.07129999999999997
139,2017-01-06 19:00:00,-23.20144064941497,753.5035966181638,,0.06719999999999997
140,2017-01-06 20:00:00,-25.603236290502476,752.8310938386593,62.80161814525124,0.06309999999999998
141,2017-01-06 21:00:00,-27.853189876617215,752.2011068345472,63.92659493830861,0.05899999999999997
142,2017-01-06 22:00:00,-28.95929435156059,751.8913975815631,64.4796471757803,0.05489999999999996
143,2017-01-06 23:00:00,-30.288940431290875,751.5190966792386,65.14447021564544,0.050799999999999956
144,2017-01-07 00:00:00,-30.516599853312734,751.4553520410724,,0.0041
145,2017-01-07 01:00:00,-30.20328778892623,751.5430794191006,,0.0082
146,2017-01-07 02:00:00,-29.296072733808447,751.7970996345337,,0.0123
147,2017-01-07 03:00:00,27.418629092323773,752.3227838541493,63.709314546161885,0.0164
148,2017-01-07 04:00:00,-25.306073702691673,752.9142993632463,62.65303685134584,0.020500000000000004
149,2017-01-07 05:00:00,-23.136282290147637,753.5218409587586,,0.024600000000000004
150,2017-01-07 06:00:00,-20.182237764870614,754.3489734258362,60.09111888243531,0.028700000000000003
151,2017-01-07 07:00:00,-17.71408817578483,755.0400553107802,58.85704408789242,0.0328
152,2017-01-07 08:00:00,-15.12025942363858,755.7663273613812,57.560129711819286,0.0369
153,2017-01-07 09:00:00,-13.298468249413169,756.2764288901643,56.64923412470658,0.041
154,2017-01-07 10:00:00,-11.926238501006893,756.660653219718,55.963119250503446,0.0451
155,2017-01-07 11:00:00,-10.568539695135966,757.0408088853619,55.284269847567984,0.049199999999999994
156,2017-01-07 12:00:00,-10.089245940238964,757.1750111367331,55.044622970119484,0.0959
157,2017-01-07 13:00:00,-10.827796680462676,756.9682169294705,55.41389834023134,0.09179999999999999
158,2017-01-07 14:00:00,-11.585421042382103,756.756082108133,55.792710521191054,0.0877
159,2017-01-07 15:00:00,-13.220732874924245,756.2981947950212,56.61036643746212,0.0836
160,2017-01-07 16:00:00,-15.307260397987598,755.7139670885634,,0.07949999999999999
161,2017-01-07 17:00:00,-17.776091013029664,755.0226945163517,,0.07539999999999998
162,2017-01-07 18:00:00,-20.673451545311956,754.2114335673126,60.33672577265598,0.07129999999999997
163,2017-01-07 19:00:00,-22.65210665593334,753.6574101363386,61.32605332796667,0.06719999999999997
164,2017-01-07 20:00:00,-25.182346151654876,752.9489430775367,62.59117307582744,0.06309999999999998
165,2017-01-07 21:00:00,-27.312054482014812,752.3526247450359,63.65602724100741,0.05899999999999997
166,2017-01-07 22:00:00,-28.995000029058005,751.8813999918638,,0.05489999999999996
167,2017-01-07 23:00:00,-29.94245042021607,751.6161138823395,64.97122521010803,0.050799999999999956
168,2017-01-08 00:00:00,-30.15304064733918,751.557148618745,,0.0041
169,2017-01-08 01:00:00,-30.115993453057023,751.567521833144,,0.0082
170,2017-01-08 02:00:00,-28.743217483779567,751.9518991045417,64.37160874188979,0.0123
171,2017-01-08 03:00:00,-27.372105033039226,752.335810590749,63.68605251651961,0.0164
172,2017-01-08 04:00:00,-25.224999363983763,752.9370001780845,,0.020500000000000004
173,2017-01-08 05:00:00,-22.71439902583403,753.6399682727665,,0.024600000000000004
174,2017-01-08 06:00:00,-20.13051742219748,754.3634551217847,60.06525871109874,0.028700000000000003
175,2017-01-08 07:00:00,-17.546112402186154,755.0870885273879,58.77305620109308,0.0328
176,2017-01-08 08:00:00,-15.489161757739037,755.663034707833,,0.0369
177,2017-01-08 09:00:00,-12.866324856398347,756.3974290402084,,0.041
178,2017-01-08 10:00:00,11.012548281277555,756.9164864812423,55.50627414063878,0.0451
179,2017-01-08 11:00:00,13.568291711976325,757.1328453774186,,0.049199999999999994
180,2017-01-08 12:00:00,-10.221829157495947,757.1378878359011,55.11091457874797,0.0959
181,2017-01-08 13:00:00,-10.199775547002343,757.1440628468393,55.09988777350117,0.09179999999999999
182,2017-01-08 14:00:00,-11.237737691673383,756.8534334463315,55.618868845836694,0.0877
183,2017-01-08 15:00:00,-13.145544922400253,756.3192474217279,,0.0836
184,2017-01-08 16:00:00,-14.785516968893342,755.8600552487098,57.392758484446674,0.07949999999999999
185,2017-01-08 17:00:00,-17.28375119903403,755.1605496642704,58.641875599517014,0.07539999999999998
186,2017-01-08 18:00:00,-20.082731155411093,754.3768352764849,60.04136557770555,0.07129999999999997
187,2017-01-08 19:00:00,-8.936883083134198,753.6320404092902,61.37135641198172,0.06719999999999997
188,2017-01-08 20:00:00,-24.775754133942087,753.0627888424962,,0.06309999999999998
189,2017-01-08 21:00:00,-27.130117153429875,752.4035671970396,63.56505857671494,0.05899999999999997
190,2017-01-08 22:00:00,-28.852411205465145,751.9213248624698,64.42620560273258,0.05489999999999996
191,2017-01-08 23:00:00,-29.582571641560637,751.716879940363,64.79128582078032,0.050799999999999956
192,2017-01-09 00:00:00,-29.8201853194786,751.650348110546,,0.0041
193,2017-01-09 01:00:00,-29.432127939300567,751.7590041769959,64.71606396965028,0.0082
194,2017-01-09 02:00:00,-29.00190308273507,751.8794671368341,,0.0123
195,2017-01-09 03:00:00,-26.94761652786559,752.4546673721976,,0.0164
196,2017-01-09 04:00:00,-12.366109970952579,753.0986051156297,,0.020500000000000004
197,2017-01-09 05:00:00,-22.41303283598876,753.7243508059231,61.20651641799438,0.024600000000000004
198,2017-01-09 06:00:00,-19.822832167092606,754.449606993214,,0.028700000000000003
199,2017-01-09 07:00:00,-17.418805944654185,755.1227343354968,,0.0328
200,2017-01-09 08:00:00,-15.045049115724497,755.7873862475972,,0.0369
201,2017-01-09 09:00:00,-12.64967149043399,756.4580919826785,56.324835745216994,0.041
202,2017-01-09 10:00:00,11.426465234681013,756.8005897342894,,0.0451
203,2017-01-09 11:00:00,-10.277979778894863,757.1221656619094,,0.049199999999999994
204,2017-01-09 12:00:00,-9.876383852426901,757.2346125213205,,0.0959
205,2017-01-09 13:00:00,-10.01036777916002,757.1970970218352,55.00518388958001,0.09179999999999999
206,2017-01-09 14:00:00,-10.61418491326617,757.0280282242854,,0.0877
207,2017-01-09 15:00:00,-12.950132344698478,756.3739629434845,56.47506617234924,0.0836
208,2017-01-09 16:00:00,-15.074652684300167,755.7790972483959,,0.07949999999999999
209,2017-01-09 17:00:00,-17.415775700248886,755.1235828039303,58.70788785012444,0.07539999999999998
210,2017-01-09 18:00:00,-19.35536386111692,754.5804981188872,59.677681930558464,0.07129999999999997
211,2017-01-09 19:00:00,-22.47387004606992,753.7073163871004,61.23693502303496,0.06719999999999997
212,2017-01-09 20:00:00,-24.671355471497268,753.0920204679808,62.33567773574863,0.06309999999999998
213,2017-01-09 21:00:00,-16.081751025499017,752.5206165071446,63.3560419515275,0.05899999999999997
214,2017-01-09 22:00:00,-28.301910946405748,752.0754649350064,64.15095547320287,0.05489999999999996
215,2017-01-09 23:00:00,-29.0959449182103,751.8531354229011,64.54797245910515,0.050799999999999956
216,2017-01-10 00:00:00,-29.663862112612474,751.6941186084686,64.83193105630623,0.0041
217,2017-01-10 01:00:00,-29.307373722418326,751.7939353577228,,0.0082
218,2017-01-10 02:00:00,-28.133249395195648,752.1226901693452,64.06662469759783,0.0123
219,2017-01-10 03:00:00,-26.923952526545712,752.4612932925672,63.46197626327286,0.0164
220,2017-01-10 04:00:00,24.56930221372777,753.1205953801563,62.28465110686388,0.020500000000000004
221,2017-01-10 05:00:00,-22.218111768771756,753.7789287047439,61.10905588438588,0.024600000000000004
222,2017-01-10 06:00:00,-19.704548655341995,754.4827263765043,,0.028700000000000003
223,2017-01-10 07:00:00,-16.62756635867014,755.3442814195723,58.31378317933507,0.0328
224,2017-01-10 08:00:00,-14.54993736831348,755.9260175368722,57.27496868415674,0.0369
225,2017-01-10 09:00:00,-12.391603830385765,756.530350927492,56.19580191519288,0.041
226,2017-01-10 10:00:00,-10.888143130077502,756.9513199235784,55.444071565038755,0.0451
227,2017-01-10 11:00:00,-10.32706458097227,757.1084219173277,55.16353229048613,0.049199999999999994
228,2017-01-10 12:00:00,-9.769288470390787,757.2645992282905,,0.0959
229,2017-01-10 13:00:00,-9.780405264331474,757.2614865259872,54.89020263216574,0.09179999999999999
230,2017-01-10 14:00:00,-10.747712694618059,756.990640445507,,0.0877
231,2017-01-10 15:00:00,-12.768719379825994,756.4247585736488,56.384359689913,0.0836
232,2017-01-10 16:00:00,-14.628212774851459,755.9041004230415,57.31410638742573,0.07949999999999999
233,2017-01-10 17:00:00,-16.962556973488752,755.2504840474231,,0.07539999999999998
234,2017-01-10 18:00:00,-19.214354144498312,754.6199808395405,,0.07129999999999997
235,2017-01-10 19:00:00,-22.305751536492142,753.7543895697822,61.15287576824607,0.06719999999999997
236,2017-01-10 20:00:00,-24.435587389602485,753.1580355309113,62.217793694801244,0.06309999999999998
237,2017-01-10 21:00:00,-26.152751276027818,752.6772296427122,,0.05899999999999997
238,2017-01-10 22:00:00,-27.930874046249812,752.17935526705,,0.05489999999999996
239,2017-01-10 23:00:00,-29.082279693424873,751.856961685841,,0.050799999999999956
240,2017-01-11 00:00:00,29.492187394349124,751.7421875295822,64.74609369717456,0.0041
241,2017-01-11 01:00:00,-29.30312202928418,751.7951258318004,64.65156101464208,0.0082
242,2017-01-11 02:00:00,-27.856471060446925,752.2001881030749,,0.0123
243,2017-01-11 03:00:00,-26.5221540880636,752.5737968553422,63.2610770440318,0.0164
244,2017-01-11 04:00:00,-24.304239607846682,753.194812909803,62.15211980392334,0.020500000000000004
245,2017-01-11 05:00:00,-7.428114788323519,753.8667376995941,60.952254107867645,0.024600000000000004
246,2017-01-11 06:00:00,-19.306179904324416,754.5942696267891,,0.028700000000000003
247,2017-01-11 07:00:00,-16.89971284354472,755.2680804038075,58.44985642177236,0.0328
248,2017-01-11 08:00:00,-14.545688081218293,755.9272073372589,,0.0369
249,2017-01-11 09:00:00,-12.141128732691815,756.6004839548463,56.070564366345906,0.041
250,2017-01-11 10:00:00,-10.753070684704833,756.9891402082826,55.37653534235242,0.0451
251,2017-01-11 11:00:00,-9.717106253729911,757.2792102489557,54.858553126864955,0.049199999999999994
252,2017-01-11 12:00:00,60.203579463183445,757.4595685955837,54.5364846507433,0.0959
253,2017-01-11 13:00:00,-9.586444744726291,757.3157954714767,54.79322237236315,0.09179999999999999
254,2017-01-11 14:00:00,-10.815973291713533,756.9715274783202,55.40798664585677,0.0877
255,2017-01-11 15:00:00,12.475040704327064,756.5069886027884,56.23752035216353,0.0836
256,2017-01-11 16:00:00,5.965344784321996,755.9501647442279,,0.07949999999999999
257,2017-01-11 17:00:00,-17.22456020121292,755.1771231436604,,0.07539999999999998
258,2017-01-11 18:00:00,-19.306879673647675,754.5940736913786,59.653439836823836,0.07129999999999997
259,2017-01-11 19:00:00,-21.977685152152432,753.8462481573973,60.988842576076216,0.06719999999999997
260,2017-01-11 20:00:00,-24.111765712619917,753.2487056004665,,0.06309999999999998
261,2017-01-11 21:00:00,-26.42464990374405,752.6010980269517,63.21232495187203,0.05899999999999997
262,2017-01-11 22:00:00,-27.95212769122438,752.1734042464572,,0.05489999999999996
263,2017-01-11 23:00:00,-28.804670125115933,751.9346923649675,64.40233506255797,0.050799999999999956
264,2017-01-12 00:00:00,-29.19251794715336,751.8260949747971,,0.0041
265,2017-01-12 01:00:00,-28.847434636187803,751.9227183018675,64.4237173180939,0.0082
266,2017-01-12 02:00:00,-0.8828386781217432,752.1804954228784,,0.0123
267,2017-01-12 03:00:00,-26.159489361410277,752.6753429788051,63.07974468070514,0.0164
268,2017-01-12 04:00:00,-24.217032853512098,753.2192308010166,,0.020500000000000004
269,2017-01-12 05:00:00,-21.62505751932321,753.9449838945895,,0.024600000000000004
270,2017-01-12 06:00:00,-19.241663561967854,754.612334202649,59.62083178098393,0.028700000000000003
271,2017-01-12 07:00:00,-16.357898307298747,755.4197884739564,,0.0328
272,2017-01-12 08:00:00,-14.119300287598037,756.0465959194726,,0.0369
273,2017-01-12 09:00:00,-12.134284519467439,756.6024003345491,56.06714225973372,0.041
274,2017-01-12 10:00:00,13.28917809233268,757.0894277032518,,0.0451
275,2017-01-12 11:00:00,-9.328102560133217,757.3881312831627,,0.049199999999999994
276,2017-01-12 12:00:00,-8.782665180395108,757.5408537494893,54.39133259019756,0.0959
277,2017-01-12 13:00:00,-9.170940948119451,757.4321365345265,54.585470474059726,0.09179999999999999
278,2017-01-12 14:00:00,-10.077194382920858,757.1783855727822,55.038597191460426,0.0877
279,2017-01-12 15:00:00,-11.826766622182875,756.6885053457888,55.91338331109144,0.0836
280,2017-01-12 16:00:00,-14.309210659850153,755.993421015242,57.154605329925076,0.07949999999999999
281,2017-01-12 17:00:00,-16.64505236869347,755.3393853367659,,0.07539999999999998
282,2017-01-12 18:00:00,-18.607672057364102,754.7898518239381,,0.07129999999999997
283,2017-01-12 19:00:00,-21.287919972539747,754.0393824076889,60.64395998626988,0.06719999999999997
284,2017-01-12 20:00:00,-11.56344467980724,753.2234641609189,62.10095685550201,0.06309999999999998
285,2017-01-12 21:00:00,-26.175146547452783,752.6709589667132,,0.05899999999999997
286,2017-01-12 22:00:00,-27.6536483713468,752.2569784560229,,0.05489999999999996
287,2017-01-12 23:00:00,-28.65512477640028,751.976565062608,64.32756238820014,0.050799999999999956
288,2017-01-13 00:00:00,-29.526467810304183,751.7325890131149,,0.0041
289,2017-01-13 01:00:00,-28.214746524359533,752.0998709731793,,0.0082
290,2017-01-13 02:00:00,-27.48135597351247,752.3052203274165,,0.0123
291,2017-01-13 03:00:00,-26.336743271594933,752.6257118839534,63.16837163579747,0.0164
292,2017-01-13 04:00:00,-23.485124543718157,753.4241651277589,61.74256227185908,0.020500000000000004
293,2017-01-13 05:00:00,-21.427964587421247,754.0001699155221,60.71398229371062,0.024600000000000004
294,2017-01-13 06:00:00,-18.809050456955383,754.7334658720525,59.404525228477695,0.028700000000000003
295,2017-01-13 07:00:00,-16.127953943081106,755.4841728959373,58.063976971540555,0.0328
296,2017-01-13 08:00:00,-13.53248419638728,756.2109044250116,56.76624209819364,0.0369
297,2017-01-13 09:00:00,11.485594644655432,756.7840334994964,55.74279732232772,0.041
298,2017-01-13 10:00:00,-10.139030460102685,757.1610714711712,55.069515230051344,0.0451
299,2017-01-13 11:00:00,-9.328157111562742,757.3881160087624,,0.049199999999999994
300,2017-01-13 12:00:00,-9.06995205067201,757.4604134258118,,0.0959
301,2017-01-13 13:00:00,-9.218577289074046,757.4187983590592,,0.09179999999999999
302,2017-01-13 14:00:00,-9.863133101030213,757.2383227317115,,0.0877
303,2017-01-13 15:00:00,-11.674366611889358,756.7311773486709,,0.0836
304,2017-01-13 16:00:00,-13.697705920754473,756.1646423421887,56.848852960377236,0.07949999999999999
305,2017-01-13 17:00:00,-16.230996631990735,755.4553209430426,,0.07539999999999998
306,2017-01-13 18:00:00,-18.753746897536566,754.7489508686898,59.37687344876828,0.07129999999999997
307,2017-01-13 19:00:00,-21.30250590660223,754.0352983461514,60.65125295330112,0.06719999999999997
308,2017-01-13 20:00:00,-24.085760394720097,753.2559870894784,62.04288019736005,0.06309999999999998
309,2017-01-13 21:00:00,25.855900321164995,752.7603479100738,62.9279501605825,0.05899999999999997
310,2017-01-13 22:00:00,-16.976847656689863,752.3813792534038,,0.05489999999999996
311,2017-01-13 23:00:00,-28.406495690631644,752.0461812066231,,0.050799999999999956
312,2017-01-14 00:00:00,-28.468237246208307,752.0288935710616,,0.0041
313,2017-01-14 01:00:00,-28.383295665556844,752.0526772136441,,0.0082
314,2017-01-14 02:00:00,-27.485034284220518,752.3041904004183,63.74251714211026,0.0123
315,2017-01-14 03:00:00,-14.193073228701522,752.8144108310909,,0.0164
316,2017-01-14 04:00:00,-23.73770565319071,753.3534424171066,,0.020500000000000004
